dataset,model,Continuous_Mean_WD,Continuous_Mean_KL_50bins,Continuous_Corr_Pearson,mmd,Discrete_Mean_KL,Discrete_Corr_Spearman,Categorical_Mean_KL,Categorical_NMI,fit_time,tstr_f1_real,tstr_f1_synth,tstr_f1_deviation_%,tstr_f1_diff_raw,fold,tstr_r2_real,tstr_r2_synth,tstr_r2_deviation_%,tstr_r2_diff_raw
Eucalyptus,msbm,0.3201986195934461,1.6503794356345902,3.0505137677841097,0.028586736085726705,0.060581144669587604,1.1267115783854866,0.06477662428639845,2.9053286281867186,2.971590995788574,0.6220207231828901,0.19944827586206895,-67.9354290896469,-0.4225724473208212,0,,,,
Eucalyptus,msbm,0.3000939418984731,1.6139064628512279,3.0593772123616256,0.02916663895846483,0.02949328175822676,1.3976923911957382,0.09427689664691104,2.96034174643423,3.4491472244262695,0.6576015229640401,0.15726882848531681,-76.08447927911553,-0.5003326944787232,1,,,,
Eucalyptus,msbm,0.29356776149206326,1.6005035412019573,2.7500159206726056,0.025298227251919325,0.1107309261711891,1.2111029596096234,0.12237262688526786,3.0397038026661334,3.4649922847747803,0.677042911488876,0.17203717850776673,-74.58991511639313,-0.5050057329811093,2,,,,
Eucalyptus,msbm,0.2945783973819596,1.558891168646875,2.7185656899952377,0.029241660481715948,0.05888661764979699,1.2019985365986217,0.09285581631598817,3.0192121197196986,3.8027420043945312,0.6270886325843053,0.17870214752567692,-71.50288838928167,-0.4483864850586283,3,,,,
Eucalyptus,msbm,3.9969636985922494,1.1306891414925142,2.180470069941532,0.02814724363656962,0.10471545258776564,1.36427697456964,0.1270218177836032,3.0183550940873616,3.665980100631714,0.6395753723011118,0.21495411255411256,-66.3911210682277,-0.42462125974699927,4,,,,
Eucalyptus,msbm,1.0410804837916383,1.5108739499654331,2.7517885321510223,0.028088101282879287,0.07288148456731322,1.2603564880718217,0.10026075638363374,2.9885882782188284,3.470890522003174,0.6446658325042447,0.1844821085869884,-71.300766588533,-0.46018372391725626,mean,,,,
Forest Fires,msbm,0.3389362796362484,1.118179590126302,2.694688774941914,0.06113196857803571,0.06681157280453166,0.016948253868293014,0.07578062902622149,0.05744486276913637,1.596222162246704,,,,,0,-0.41930606523587155,-1.5070538670142102,-259.4161859229128,-1.0877478017783386
Forest Fires,msbm,0.4697416499598462,1.0668390154093854,2.4209560511118315,0.04326940114743638,0.17375583916098536,0.3759322482356323,0.16387521165217422,0.20152056023048254,1.4912469387054443,,,,,1,-0.9066623195425629,-0.2188641031866141,75.86046111444918,0.6877982163559488
Forest Fires,msbm,0.4368254118608037,1.1123437876532583,2.5739448170784263,0.045964961883886046,0.10418422417558042,0.37370905591425807,0.1538113488084185,0.054004317945158364,1.4503884315490723,,,,,2,0.005130474470544155,-0.036126386312216985,-804.1529300970344,-0.04125686078276114
Forest Fires,msbm,0.394915270904176,1.1949353097043247,2.206158002278995,0.06363920919964239,0.061308223013427754,0.40653862200605306,0.08230510403035476,0.09104308932880725,1.4880657196044922,,,,,3,-7.572334673782867,-4.713509476223801,37.753550532532124,2.8588251975590664
